time,flow,occupancy,speed
8.00911,0,nan,nan
18.0091,0,nan,nan
28.0091,0,nan,nan
38.0091,0,nan,nan
48.0091,0,nan,nan
58.0091,496,2.01446,31.7703
68.0091,582,2.20809,28.9843
78.0091,922,2.33391,27.4218
88.0091,1431,2.46929,25.9184
98.0091,1505,2.67949,23.8852
108.009,1466,2.6019,24.5974
118.009,1677,2.73707,23.3827
128.009,1912,2.78749,22.9597
138.009,2165,2.88032,22.2198
148.009,2310,2.86568,22.3332
158.009,2369,2.60822,24.5378
168.009,2357,2.38515,26.8327
178.009,2265,2.3449,27.2933
188.009,2470,2.23354,28.654
198.009,2436,2.21857,28.8474
208.009,2422,2.33725,27.3827
218.009,2427,2.24841,28.4646
228.009,2399,2.30711,27.7403
238.009,2525,2.50196,25.5799
248.009,2569,2.42826,26.3563
258.009,2581,2.29127,27.9321
268.009,2565,2.44287,26.1987
278.009,2576,2.41779,26.4705
288.009,2649,2.44391,26.1876
298.009,2705,2.36256,27.0893
