time,flow,occupancy,speed
5.20477,0,nan,nan
15.2048,0,nan,nan
25.2048,0,nan,nan
35.2048,0,nan,nan
45.2048,0,nan,nan
55.2048,0,nan,nan
65.2048,0,nan,nan
75.2048,239,1.90427,33.6087
85.2048,338,2.05978,31.0713
95.2048,529,2.06178,31.0412
105.205,684,2.14666,29.8138
115.205,968,2.3739,26.9599
125.205,1092,2.29931,27.8344
135.205,1171,2.69234,23.7711
145.205,1090,2.58732,24.736
155.205,1438,2.8319,22.5997
165.205,1547,2.6838,23.8468
175.205,1767,2.80008,22.8565
185.205,1904,2.979,21.4837
195.205,2028,3.03566,21.0827
205.205,2087,2.69595,23.7393
215.205,2007,2.19863,29.1091
225.205,2142,2.08279,30.728
235.205,2142,2.24546,28.5019
245.205,2231,2.18701,29.2638
255.205,2200,2.30688,27.7431
265.205,2185,2.51006,25.4974
275.205,2315,2.30891,27.7187
285.205,2335,2.40328,26.6303
295.205,2390,2.54649,25.1327
