time,flow,occupancy,speed
1.40351,0,nan,nan
11.4035,0,nan,nan
21.4035,1345,2.32549,27.5211
31.4035,1948,2.43092,26.3275
41.4035,2521,2.4816,25.7898
51.4035,2661,2.40381,26.6244
61.4035,2755,2.48413,25.7635
71.4035,2974,2.7145,23.577
81.4035,3007,2.6944,23.753
91.4035,3032,2.48558,25.7485
101.404,3088,2.3519,27.212
111.404,3166,2.37458,26.9521
121.404,3172,2.40575,26.6029
131.404,3232,2.35713,27.1517
141.404,3233,2.29976,27.829
151.404,3257,2.33476,27.4118
161.404,3301,2.29421,27.8963
171.404,3276,2.33856,27.3673
181.404,3314,2.46382,25.9759
191.404,3291,2.50052,25.5947
201.404,3324,2.42199,26.4246
211.404,3337,2.39021,26.7759
221.404,3349,2.36925,27.0128
231.404,3360,2.37946,26.8969
241.404,3370,2.35901,27.1301
251.404,3379,2.35831,27.1381
261.404,3374,2.42464,26.3956
271.404,3382,2.39979,26.669
281.404,3402,2.54077,25.1892
291.404,3409,2.47687,25.839
