time,flow,occupancy,speed
6.22846,0,nan,nan
16.2285,0,nan,nan
26.2285,0,nan,nan
36.2285,0,nan,nan
46.2285,0,nan,nan
56.2285,0,nan,nan
66.2285,0,nan,nan
76.2285,0,nan,nan
86.2285,0,nan,nan
96.2285,0,nan,nan
106.228,0,nan,nan
116.228,0,nan,nan
126.228,0,nan,nan
136.228,0,nan,nan
146.228,0,nan,nan
156.228,115,1.80335,35.4896
166.228,108,2.05447,31.1516
176.228,204,2.01064,31.8307
186.228,386,1.96923,32.5
196.228,366,2.17485,29.4274
206.228,610,2.25806,28.3429
216.228,582,2.16208,29.6011
226.228,652,2.17301,29.4522
236.228,640,2.59682,24.6455
246.228,643,2.39079,26.7694
256.228,618,2.92907,21.85
266.228,594,nan,nan
276.228,808,2.87201,22.284
286.228,1043,2.77439,23.0682
296.228,1263,2.60894,24.5311
306.228,1398,2.42992,26.3383
316.228,1445,2.73983,23.3591
326.228,1600,2.65543,24.1015
336.228,1616,2.51596,25.4376
346.228,1694,2.44754,26.1487
356.228,1829,2.39312,26.7434
366.228,1779,2.53829,25.2138
376.228,1894,2.46582,25.9549
386.228,1920,2.27009,28.1927
396.228,1871,2.43673,26.2647
