time,flow,occupancy,speed
7.80529,0,nan,nan
17.8053,0,nan,nan
27.8053,0,nan,nan
37.8053,0,nan,nan
47.8053,0,nan,nan
57.8053,0,nan,nan
67.8053,0,nan,nan
77.8053,0,nan,nan
87.8053,0,nan,nan
97.8053,0,nan,nan
107.805,0,nan,nan
117.805,0,nan,nan
127.805,0,nan,nan
137.805,130,1.84332,34.7199
147.805,121,2.00897,31.8571
157.805,228,2.0664,30.9717
167.805,429,1.94779,32.8577
177.805,404,2.15504,29.6979
187.805,670,2.16138,29.6108
197.805,636,2.10389,30.4199
207.805,710,2.25767,28.3478
217.805,727,2.39377,26.7361
227.805,695,2.45381,26.0819
237.805,666,2.85227,22.4383
247.805,944,2.8323,22.5965
257.805,1075,2.82701,22.6388
267.805,1277,2.8185,22.7071
277.805,1451,2.78079,23.0151
287.805,1501,2.93223,21.8264
297.805,1619,2.94633,21.7219
