time,flow,occupancy,speed
6.35059,0,nan,nan
16.3506,0,nan,nan
26.3506,0,nan,nan
36.3506,0,nan,nan
46.3506,621,2.00873,31.8609
56.3506,894,2.32047,27.5806
66.3506,1410,2.43965,26.2333
76.3506,1650,2.64264,24.2182
86.3506,1709,2.54075,25.1894
96.3506,1756,2.53,25.2965
106.351,2301,2.87905,22.2295
116.351,2196,2.93856,21.7794
126.351,2450,2.64047,24.2381
136.351,2508,2.47461,25.8627
146.351,2632,2.38617,26.8212
156.351,2739,2.29806,27.8496
166.351,2748,2.29659,27.8674
176.351,2715,2.26876,28.2092
186.351,2801,2.29376,27.9018
196.351,2768,2.30519,27.7634
206.351,2843,2.53046,25.2918
216.351,2862,2.52272,25.3694
226.351,2910,2.59081,24.7027
236.351,2970,2.33074,27.4591
246.351,2995,2.29454,27.8923
256.351,2991,2.51141,25.4837
266.351,3041,2.28152,28.0514
276.351,2983,2.23482,28.6376
286.351,3042,2.98541,21.4376
296.351,3036,5.37753,11.9014
306.351,3020,8.24036,7.76665
316.351,3015,11.4772,5.57628
326.351,3022,9.45689,6.76755
336.351,3050,9.23402,6.93089
346.351,3066,8.46192,7.5633
356.351,3121,11.9107,5.37332
366.351,3124,6.57657,9.73151
376.351,3156,4.51379,14.1788
386.351,3196,4.69949,13.6185
396.351,3188,5.04068,12.6967
406.351,3171,2.78252,23.0007
416.351,3199,2.90669,22.0182
426.351,3233,2.99279,21.3848
436.351,3250,3.04527,21.0162
446.351,3242,3.082,20.7657
456.351,3226,2.76693,23.1304
466.351,3234,2.5984,24.6306
476.351,3249,2.71022,23.6143
486.351,3271,2.42987,26.3388
496.351,3263,2.41994,26.4469
506.351,3263,2.7292,23.4501
516.351,3283,2.77676,23.0484
526.351,3296,2.63135,24.3221
536.351,3288,2.58474,24.7607
546.351,3307,2.79428,22.9039
556.351,3306,2.48323,25.7729
566.351,3305,3.29191,19.4416
