time,flow,occupancy,speed
1.96582,0,nan,nan
11.9658,0,nan,nan
21.9658,0,nan,nan
31.9658,0,nan,nan
41.9658,0,nan,nan
51.9658,0,nan,nan
61.9658,0,nan,nan
71.9658,0,nan,nan
81.9658,0,nan,nan
91.9658,0,nan,nan
101.966,0,nan,nan
111.966,0,nan,nan
121.966,0,nan,nan
131.966,136,1.82453,35.0775
141.966,253,2.00082,31.9869
151.966,473,2.03543,31.443
161.966,444,2.14892,29.7824
171.966,732,2.19617,29.1417
181.966,692,2.23078,28.6895
191.966,768,2.38054,26.8846
201.966,784,2.34577,27.2831
211.966,747,2.63648,24.2748
221.966,762,2.78942,22.9439
231.966,1055,2.78277,22.9986
241.966,1279,2.80357,22.828
251.966,1400,2.78365,22.9914
261.966,1552,2.78906,22.9468
271.966,1654,2.76905,23.1126
281.966,1774,2.82045,22.6914
291.966,1861,2.99047,21.4013
301.966,1943,2.65181,24.1345
311.966,1973,2.31711,27.6206
321.966,2023,2.31777,27.6128
331.966,2049,2.41498,26.5012
341.966,2116,2.32973,27.471
351.966,2107,2.41196,26.5345
361.966,2148,2.62165,24.4121
371.966,2206,2.38352,26.851
381.966,2243,2.51792,25.4178
391.966,2241,2.49533,25.6479
401.966,2203,2.14832,29.7907
411.966,2202,2.28291,28.0343
421.966,2277,2.1473,29.8049
431.966,2258,2.5679,24.9231
441.966,2362,2.43252,26.3102
451.966,2381,2.39745,26.695
461.966,2439,2.31969,27.5898
471.966,2471,2.5137,25.4605
481.966,2472,2.68999,23.7919
491.966,2531,2.57787,24.8267
501.966,2545,2.24213,28.5442
511.966,2538,2.49764,25.6242
521.966,2544,2.88312,22.1982
531.966,2591,2.97091,21.5423
541.966,2637,2.40518,26.6092
551.966,2647,2.70945,23.621
561.966,2664,2.56774,24.9247
571.966,2618,2.53805,25.2162
