time,flow,occupancy,speed
0.971013,0,nan,nan
10.971,0,nan,nan
20.971,0,nan,nan
30.971,0,nan,nan
40.971,0,nan,nan
50.971,0,nan,nan
60.971,0,nan,nan
70.971,0,nan,nan
80.971,0,nan,nan
90.971,0,nan,nan
100.971,0,nan,nan
110.971,0,nan,nan
120.971,0,nan,nan
130.971,0,nan,nan
140.971,0,nan,nan
150.971,119,1.85981,34.4122
160.971,111,nan,nan
170.971,210,2.06372,31.012
180.971,397,1.963,32.6032
190.971,377,2.16129,29.6119
200.971,626,2.24683,28.4846
210.971,597,2.17881,29.3738
220.971,667,2.16512,29.5595
230.971,685,2.51951,25.4017
240.971,657,2.35316,27.1975
250.971,631,2.95533,21.6558
260.971,648,2.83388,22.5839
270.971,863,2.83779,22.5527
280.971,1101,2.73256,23.4213
290.971,1323,2.73915,23.3649
300.971,1423,2.86968,22.3021
310.971,1470,2.85423,22.4229
320.971,1592,2.83171,22.6012
330.971,1642,2.748,23.2897
340.971,1720,2.78484,22.9815
350.971,1856,2.51773,25.4197
360.971,1825,2.49527,25.6485
370.971,1950,2.4197,26.4495
380.971,1946,2.24135,28.5543
390.971,1896,2.17267,29.4568
400.971,2020,2.73752,23.3788
410.971,2032,2.64947,24.1557
420.971,2103,2.57487,24.8557
430.971,2054,2.53079,25.2885
440.971,2057,2.12736,30.0842
450.971,2131,2.25716,28.3542
460.971,2085,2.27518,28.1296
470.971,2178,2.30404,27.7773
480.971,2223,2.38119,26.8773
490.971,2287,2.39678,26.7025
500.971,2313,2.29577,27.8774
510.971,2289,2.37397,26.9591
520.971,2328,2.65946,24.065
530.971,2393,2.52881,25.3084
540.971,2362,2.41204,26.5336
550.971,2397,2.25117,28.4297
560.971,2432,2.835,22.575
570.971,2465,2.95516,21.6571
