time,flow,occupancy,speed
7.20633,0,nan,nan
17.2063,0,nan,nan
27.2063,0,nan,nan
37.2063,0,nan,nan
47.2063,0,nan,nan
57.2063,0,nan,nan
67.2063,0,nan,nan
77.2063,0,nan,nan
87.2063,0,nan,nan
97.2063,0,nan,nan
107.206,0,nan,nan
117.206,0,nan,nan
127.206,141,1.85151,34.5664
137.206,262,2.04328,31.3221
147.206,489,1.91815,33.3654
157.206,457,2.07777,30.8023
167.206,667,2.24953,28.4504
177.206,711,2.13946,29.9141
187.206,788,2.29923,27.8354
197.206,803,2.3662,27.0475
207.206,764,2.5698,24.9046
217.206,778,2.5522,25.0764
227.206,1077,2.86054,22.3734
237.206,1259,2.85616,22.4077
247.206,1383,2.85046,22.4525
257.206,1539,2.98255,21.4582
267.206,1589,2.96882,21.5574
277.206,1688,2.85422,22.4229
287.206,1830,2.57786,24.8268
297.206,1780,2.22033,28.8246
