time,flow,occupancy,speed
3.58152,0,nan,nan
13.5815,0,nan,nan
23.5815,0,nan,nan
33.5815,0,nan,nan
43.5815,0,nan,nan
53.5815,0,nan,nan
63.5815,0,nan,nan
73.5815,0,nan,nan
83.5815,0,nan,nan
93.5815,0,nan,nan
103.582,0,nan,nan
113.582,0,nan,nan
123.582,0,nan,nan
133.582,0,nan,nan
143.582,125,1.84754,34.6406
153.582,187,2.06658,30.9691
163.582,440,2.08237,30.7342
173.582,414,2.09508,30.5478
183.582,392,2.35617,27.1627
193.582,650,2.08403,30.7098
203.582,671,2.22195,28.8035
213.582,691,2.37134,26.989
223.582,708,2.4105,26.5505
233.582,678,2.57583,24.8464
243.582,650,nan,nan
253.582,922,2.85416,22.4234
263.582,1133,2.80173,22.843
273.582,1329,2.78439,22.9853
283.582,1472,2.93543,21.8026
293.582,1557,2.86958,22.3029
303.582,1648,2.87816,22.2364
313.582,1733,2.92295,21.8957
323.582,1813,2.90769,22.0106
333.582,1910,2.83634,22.5643
343.582,1896,2.37367,26.9625
353.582,1954,2.33654,27.391
