time,flow,occupancy,speed
1.28926,0,nan,nan
11.2893,0,nan,nan
21.2893,0,nan,nan
31.2893,0,nan,nan
41.2893,0,nan,nan
51.2893,0,nan,nan
61.2893,0,nan,nan
71.2893,0,nan,nan
81.2893,0,nan,nan
91.2893,0,nan,nan
101.289,0,nan,nan
111.289,0,nan,nan
121.289,0,nan,nan
131.289,0,nan,nan
141.289,0,nan,nan
151.289,118,1.87644,34.1072
161.289,223,2.06892,30.934
171.289,420,2.06273,31.0269
181.289,397,2.12674,30.0931
191.289,583,2.25189,28.4206
201.289,625,2.12157,30.1663
211.289,647,2.20629,29.0079
221.289,683,2.3846,26.8389
231.289,684,2.45223,26.0987
241.289,656,2.55279,25.0706
251.289,630,nan,nan
261.289,854,2.93789,21.7843
271.289,1101,2.74817,23.2882
281.289,1254,2.50425,25.5565
291.289,1396,2.76814,23.1202
301.289,1517,2.96452,21.5887
311.289,1607,3.01284,21.2424
321.289,1691,2.92072,21.9124
331.289,1771,2.70395,23.6691
341.289,1898,2.69664,23.7332
351.289,1854,2.28404,28.0205
361.289,1913,2.34425,27.3009
371.289,1987,2.18051,29.3509
381.289,1944,2.10187,30.4491
391.289,2042,2.76876,23.115
401.289,2054,2.69464,23.7509
411.289,2004,2.46691,25.9434
421.289,1956,2.48339,25.7712
431.289,2070,2.55494,25.0495
