time,flow,occupancy,speed
7.36918,0,nan,nan
17.3692,0,nan,nan
27.3692,0,nan,nan
37.3692,0,nan,nan
47.3692,0,nan,nan
57.3692,0,nan,nan
67.3692,0,nan,nan
77.3692,0,nan,nan
87.3692,0,nan,nan
97.3692,0,nan,nan
107.369,0,nan,nan
117.369,0,nan,nan
127.369,0,nan,nan
137.369,0,nan,nan
147.369,122,1.88875,33.8849
157.369,114,2.0096,31.8471
167.369,215,2.06658,30.9691
177.369,405,1.92403,33.2635
187.369,384,2.1444,29.8451
197.369,638,2.20583,29.014
207.369,607,2.15474,29.702
217.369,679,2.21496,28.8944
227.369,696,2.51119,25.486
237.369,667,2.37131,26.9893
247.369,640,2.75311,23.2465
257.369,699,2.77151,23.0921
267.369,955,2.82788,22.6318
277.369,1194,2.88224,22.205
287.369,1340,2.7493,23.2787
297.369,1440,2.84374,22.5055
