time,flow,occupancy,speed
4.73608,0,nan,nan
14.7361,0,nan,nan
24.7361,0,nan,nan
34.7361,829,2.08465,30.7006
44.7361,1609,2.33472,27.4122
54.7361,1907,2.45721,26.0458
64.7361,2113,2.47274,25.8822
74.7361,2263,2.38212,26.8669
84.7361,2506,2.70635,23.6481
94.7361,2584,2.74396,23.3239
104.736,2749,2.62571,24.3744
114.736,2729,2.33628,27.394
124.736,2828,2.24293,28.5341
134.736,2858,2.36835,27.023
144.736,2959,2.26081,28.3085
154.736,2954,2.20788,28.9871
164.736,3037,2.22212,28.8014
174.736,3049,2.25677,28.3591
184.736,3059,2.36138,27.1027
194.736,3068,2.44436,26.1827
204.736,3129,2.55896,25.0101
214.736,3135,2.52125,25.3842
224.736,3171,2.34132,27.335
234.736,3174,2.34384,27.3056
244.736,3192,2.41843,26.4635
254.736,3236,2.3376,27.3785
264.736,3236,2.56797,24.9224
274.736,3236,2.44873,26.1359
284.736,3236,2.44072,26.2218
294.736,3273,2.52029,25.3939
