time,flow,occupancy,speed
3.17202,0,nan,nan
13.172,0,nan,nan
23.172,0,nan,nan
33.172,0,nan,nan
43.172,0,nan,nan
53.172,0,nan,nan
63.172,0,nan,nan
73.172,0,nan,nan
83.172,0,nan,nan
93.172,0,nan,nan
103.172,0,nan,nan
113.172,159,1.8923,33.8213
123.172,233,2.05053,31.2115
133.172,270,1.84406,34.7061
143.172,502,2.12475,30.1212
153.172,611,2.27781,28.0971
163.172,772,2.13912,29.9189
173.172,852,2.33629,27.3939
183.172,864,2.55013,25.0968
193.172,819,2.85923,22.3836
203.172,868,2.87918,22.2286
213.172,1148,2.85751,22.3971
223.172,1338,2.7594,23.1934
233.172,1466,2.80045,22.8535
243.172,1628,2.87548,22.2571
253.172,1763,2.78081,23.0149
263.172,1901,2.74364,23.3267
273.172,1910,2.62981,24.3364
283.172,2034,2.66112,24.05
293.172,2038,2.27673,28.1104
303.172,2137,2.3812,26.8772
313.172,2138,2.313,27.6697
323.172,2183,2.23121,28.6839
333.172,2225,2.64244,24.2201
343.172,2202,2.65184,24.1342
353.172,2293,2.28701,27.9842
363.172,2269,2.60966,24.5243
373.172,2334,2.42653,26.3751
383.172,2311,2.21274,28.9235
393.172,2279,2.40439,26.618
403.172,2321,2.27676,28.1102
413.172,2378,2.41966,26.45
423.172,2458,2.45269,26.0938
433.172,2476,2.22118,28.8135
443.172,2534,2.60955,24.5253
453.172,2550,2.45682,26.05
463.172,2494,2.62468,24.3839
473.172,2510,2.53051,25.2913
483.172,2577,2.39772,26.692
493.172,2591,2.87396,22.2689
503.172,2640,2.84549,22.4917
513.172,2679,2.46228,25.9921
523.172,2711,2.64015,24.241
533.172,2694,2.75892,23.1975
543.172,2743,2.57861,24.8196
553.172,2700,2.29231,27.9195
563.172,2748,2.45543,26.0647
