time,flow,occupancy,speed
7.20633,0,nan,nan
17.2063,1673,3.25111,19.6856
27.2063,2646,2.96563,21.5806
37.2063,2805,2.98536,21.438
47.2063,2897,2.85452,22.4206
57.2063,3146,3.00593,21.2912
67.2063,3160,3.04849,20.994
77.2063,3170,3.06369,20.8899
87.2063,3178,2.91729,21.9382
97.2063,3296,2.87658,22.2487
107.206,3290,2.87973,22.2243
117.206,3378,2.90776,22.01
127.206,3367,2.89835,22.0815
137.206,3358,2.86593,22.3313
147.206,3350,2.99759,21.3505
157.206,3412,2.84514,22.4945
167.206,3401,2.90587,22.0243
177.206,3392,2.94372,21.7412
187.206,3403,3.04277,21.0335
197.206,3431,2.9416,21.7569
207.206,3422,2.87578,22.2548
217.206,3447,2.94744,21.7138
227.206,3454,2.85795,22.3937
237.206,3445,2.89004,22.145
247.206,3480,2.86852,22.3111
257.206,3471,2.92485,21.8815
267.206,3475,2.92798,21.8581
277.206,3493,3.02103,21.1848
287.206,3484,2.94483,21.733
297.206,3488,2.89018,22.144
