time,flow,occupancy,speed
4.14662,0,nan,nan
14.1466,0,nan,nan
24.1466,0,nan,nan
34.1466,0,nan,nan
44.1466,0,nan,nan
54.1466,0,nan,nan
64.1466,0,nan,nan
74.1466,0,nan,nan
84.1466,0,nan,nan
94.1466,0,nan,nan
104.147,172,1.81884,35.1873
114.147,252,2.05524,31.1399
124.147,579,2.03054,31.5187
134.147,536,2.15362,29.7175
144.147,874,2.24545,28.5021
154.147,817,2.31749,27.6161
164.147,964,2.40192,26.6453
174.147,909,2.69564,23.742
184.147,918,2.81707,22.7186
194.147,1260,2.84143,22.5239
204.147,1463,2.79468,22.9007
214.147,1597,2.69217,23.7726
224.147,1718,2.88996,22.1456
234.147,1829,2.9344,21.8103
244.147,1828,2.98977,21.4063
254.147,1898,2.4603,26.0131
264.147,1908,2.2518,28.4217
274.147,2009,2.33685,27.3873
284.147,1976,2.24557,28.5006
294.147,1945,2.25035,28.4401
