time,flow,occupancy,speed
6.74752,0,nan,nan
16.7475,0,nan,nan
26.7475,0,nan,nan
36.7475,0,nan,nan
46.7475,0,nan,nan
56.7475,0,nan,nan
66.7475,0,nan,nan
76.7475,0,nan,nan
86.7475,0,nan,nan
96.7475,0,nan,nan
106.748,168,1.82174,35.1312
116.748,246,2.05044,31.2128
126.748,568,2.08557,30.6871
136.748,526,2.08613,30.6788
146.748,760,2.26061,28.3109
156.748,803,2.27306,28.1559
166.748,885,2.36034,27.1148
176.748,896,2.79673,22.8838
186.748,848,nan,nan
196.748,1189,2.78329,22.9944
206.748,1393,2.82647,22.6431
216.748,1577,2.76745,23.126
226.748,1698,2.98811,21.4183
236.748,1809,3.01138,21.2527
246.748,1852,3.02175,21.1798
256.748,2033,2.78528,22.9779
266.748,2037,2.41104,26.5445
276.748,2120,2.26884,28.2083
286.748,2159,2.26061,28.311
296.748,2195,2.33899,27.3622
306.748,2218,2.25547,28.3755
316.748,2284,2.54393,25.1579
326.748,2269,2.68498,23.8363
336.748,2341,2.57386,24.8654
346.748,2377,2.61767,24.4493
356.748,2401,2.55575,25.0415
366.748,2395,2.24182,28.5482
376.748,2407,2.22626,28.7478
386.748,2382,2.25336,28.402
396.748,2449,2.25116,28.4298
406.748,2495,2.45604,26.0583
416.748,2539,2.39485,26.724
426.748,2581,2.54026,25.1943
436.748,2596,2.55533,25.0457
446.748,2618,2.48895,25.7137
456.748,2632,2.42559,26.3854
466.748,2668,2.3879,26.8018
476.748,2680,2.82361,22.666
486.748,2706,2.72862,23.4551
496.748,2695,2.34205,27.3265
506.748,2735,2.39032,26.7746
516.748,2779,2.77673,23.0487
526.748,2781,2.7801,23.0208
536.748,2790,2.55053,25.0929
