time,flow,occupancy,speed
7.36918,0,nan,nan
17.3692,0,nan,nan
27.3692,0,nan,nan
37.3692,0,nan,nan
47.3692,0,nan,nan
57.3692,0,nan,nan
67.3692,0,nan,nan
77.3692,0,nan,nan
87.3692,0,nan,nan
97.3692,0,nan,nan
107.369,0,nan,nan
117.369,0,nan,nan
127.369,0,nan,nan
137.369,0,nan,nan
147.369,0,nan,nan
157.369,114,1.88986,33.865
167.369,107,2.05037,31.2139
177.369,202,1.95369,32.7585
187.369,268,1.9411,32.971
197.369,364,2.17334,29.4478
207.369,347,2.15306,29.7251
217.369,347,2.21167,28.9374
227.369,332,2.20413,29.0364
237.369,470,2.29639,27.8698
247.369,494,2.16933,29.5022
257.369,475,2.18785,29.2525
267.369,498,2.09776,30.5088
277.369,493,2.36244,27.0907
287.369,538,2.50323,25.567
297.369,520,2.42535,26.3879
