time,flow,occupancy,speed
6.8182,0,nan,nan
16.8182,0,nan,nan
26.8182,0,nan,nan
36.8182,0,nan,nan
46.8182,0,nan,nan
56.8182,506,2.02861,31.5488
66.8182,1077,2.28621,27.9939
76.8182,1359,2.58471,24.761
86.8182,1451,2.65493,24.1061
96.8182,1636,2.49795,25.621
106.818,1685,2.66196,24.0425
116.818,2095,2.86265,22.3569
126.818,2072,3.01625,21.2184
136.818,2262,2.76197,23.1719
146.818,2329,2.50281,25.5713
156.818,2525,2.38432,26.8421
166.818,2568,2.29658,27.8675
176.818,2646,2.25168,28.4232
186.818,2678,2.30677,27.7444
196.818,2707,2.31272,27.673
206.818,2732,2.39389,26.7347
216.818,2706,2.46128,26.0028
226.818,2745,2.38172,26.8714
236.818,2873,2.50226,25.5769
246.818,2858,2.29501,27.8866
256.818,2873,2.25138,28.427
266.818,2927,2.39242,26.7512
276.818,2965,2.36186,27.0973
286.818,2874,2.25813,28.342
296.818,2983,2.97259,21.5301
306.818,2956,7.83088,8.17278
316.818,2920,15.2426,4.19876
326.818,2974,19.3514,3.30726
336.818,2939,14.1099,4.53583
346.818,2947,16.6163,3.85165
356.818,2976,17.4811,3.66109
366.818,2993,21.9352,2.91769
376.818,2961,14.8911,4.29787
386.818,2950,13.8386,4.62473
396.818,3011,13.5424,4.7259
406.818,3017,13.9246,4.59617
416.818,3022,17.5112,3.65481
426.818,3002,14.0236,4.56373
436.818,2999,12.3712,5.17332
446.818,3061,13.0081,4.92
456.818,3081,16.2218,3.9453
466.818,3061,16.9809,3.76894
476.818,3065,15.9828,4.00431
486.818,3046,13.3676,4.7877
496.818,3072,14.0093,4.56839
506.818,3111,14.5618,4.39506
